interest_rate,verified_income,debt_to_income,credit_util,public_record_bankrupt,term,issue_month,inquiries_last_12m
11.99,Not Verified,39.03,0.11,0,36,18-Feb,1
25.82,Not Verified,29.17,0.64,0,60,18-Jan,2
19.03,Source Verified,27.43,0.59,0,60,18-Jan,5
10.41,Verified,12.13,0.14,0,36,18-Feb,2
12.61,Source Verified,7.06,0.99,0,36,18-Mar,0
6.71,Not Verified,2.96,0.16,0,36,18-Mar,1
10.42,Not Verified,5.78,0.28,0,36,18-Jan,0
18.06,Verified,32.86,0.37,1,36,18-Feb,4
6.08,Source Verified,10.6,0.34,0,36,18-Feb,1
7.97,Source Verified,11.2,0.71,0,36,18-Jan,0
24.85,Source Verified,44.35,0.53,1,60,18-Jan,2
15.04,Source Verified,16.11,0.9,0,36,18-Mar,2
21.45,Not Verified,10.15,0.09,1,60,18-Jan,1
17.09,Not Verified,23.35,0.69,0,36,18-Jan,1
20,Source Verified,4.87,0.25,0,36,18-Feb,7
9.44,Not Verified,8.25,0.28,1,36,18-Feb,0
15.04,Not Verified,16.49,0.27,0,60,18-Mar,1
20.39,Source Verified,16.05,0.11,0,60,18-Mar,1
7.97,Not Verified,5.83,0.29,0,36,18-Jan,1
11.98,Source Verified,21.5,0.61,0,36,18-Mar,2
6.07,Verified,2.58,0.2,0,36,18-Mar,2
21.45,Verified,41.51,0.79,0,60,18-Jan,3
9.44,Not Verified,11.83,0.63,0,36,18-Mar,0
9.43,Source Verified,5.03,0.3,1,36,18-Mar,0
21.85,Source Verified,10.67,0.06,1,60,18-Feb,3
11.99,Source Verified,7.52,0.2,0,60,18-Feb,1
10.42,Not Verified,17.25,0.55,0,60,18-Feb,2
13.59,Source Verified,37.73,0.69,0,36,18-Feb,3
7.35,Source Verified,16.12,0.17,0,36,18-Jan,1
6.71,Verified,10.8,0.04,0,36,18-Mar,0
9.44,Not Verified,17.75,0.39,1,36,18-Feb,2
6.72,Verified,18.85,0.15,0,36,18-Jan,2
7.97,Source Verified,26.03,0.29,0,36,18-Feb,1
15.05,Source Verified,28.5,0.43,0,60,18-Feb,5
6.72,Source Verified,14.8,0.13,0,36,18-Feb,1
5.32,Not Verified,6.78,0.04,0,36,18-Jan,0
17.47,Not Verified,13.53,0.55,0,36,18-Feb,3
15.05,Source Verified,16.83,0.79,0,36,18-Jan,2
10.91,Not Verified,16.05,0.66,0,36,18-Jan,0
21.45,Verified,19.15,0.5,0,60,18-Feb,3
5.32,Not Verified,10.78,0.07,0,36,18-Jan,1
12.62,Source Verified,8.93,0.65,0,36,18-Feb,0
12.61,Not Verified,12.37,0.51,0,36,18-Mar,5
10.91,Source Verified,3.85,0.24,0,36,18-Jan,1
5.32,Source Verified,12.5,0.11,0,36,18-Jan,2
7.96,Source Verified,1.64,0.03,0,36,18-Mar,1
11.99,Not Verified,469.09,0.17,0,36,18-Feb,6
6.08,Source Verified,23.15,0.23,0,36,18-Feb,0
13.58,Verified,18.65,0.2,0,36,18-Mar,2
7.35,Not Verified,23.46,0.54,0,36,18-Feb,1
7.97,Not Verified,14.96,0.13,0,36,18-Jan,0
10.42,Source Verified,12.23,0.1,0,36,18-Jan,0
6.71,Source Verified,13.96,0.49,0,36,18-Mar,0
5.31,Not Verified,10.4,0.04,0,36,18-Mar,0
12.61,Not Verified,8.29,0.54,0,36,18-Feb,2
25.82,Not Verified,25.76,0.18,0,36,18-Jan,1
18.06,Source Verified,37.87,0.19,0,36,18-Jan,1
9.44,Source Verified,12.31,0.5,1,36,18-Jan,1
19.03,Not Verified,21.29,0.67,0,36,18-Jan,1
5.32,Not Verified,20.76,0.15,0,36,18-Jan,2
11.99,Source Verified,0.88,0.02,0,36,18-Feb,6
7.96,Not Verified,20.44,0.31,0,36,18-Mar,0
18.45,Source Verified,32.67,0.09,0,36,18-Mar,2
28.72,Verified,75.45,0.31,0,60,18-Mar,4
9.92,Not Verified,26.11,0.37,0,60,18-Mar,1
7.96,Source Verified,10.83,0.81,0,36,18-Mar,1
13.58,Not Verified,15.81,0.28,0,36,18-Feb,2
7.34,Source Verified,28.19,0.85,0,36,18-Mar,1
9.43,Source Verified,18.5,0.17,0,36,18-Mar,12
15.05,Verified,18.73,0.64,0,36,18-Feb,0
11.98,Not Verified,5.78,0.86,0,36,18-Feb,2
13.59,Verified,29.4,0.62,1,36,18-Jan,4
14.08,Verified,22.67,0.41,0,36,18-Feb,2
14.07,Source Verified,21.34,0.62,0,60,18-Mar,1
16.01,Not Verified,16.65,0.8,0,36,18-Mar,5
9.43,Verified,83.4,0.65,0,36,18-Mar,1
9.93,Not Verified,14.31,0.45,0,36,18-Jan,1
12.61,Source Verified,14.22,0.65,0,60,18-Feb,2
14.08,Source Verified,29.67,0.47,0,60,18-Feb,0
16.02,Verified,24.71,0.21,1,60,18-Jan,2
19.03,Verified,17.59,0.67,1,60,18-Jan,2
9.93,Source Verified,30.97,0.6,0,60,18-Feb,0
7.96,Not Verified,16.27,0.18,1,36,18-Mar,8
10.91,Source Verified,4.57,0.58,1,36,18-Jan,1
18.06,Source Verified,19.45,0.63,0,60,18-Jan,1
5.31,Not Verified,14.49,0.55,0,36,18-Feb,0
11.98,Verified,13.23,0.1,0,60,18-Mar,3
21.85,Verified,32.77,0.56,0,36,18-Mar,1
7.35,Verified,25.01,0.1,0,36,18-Jan,1
9.93,Source Verified,11.39,0.08,0,60,18-Jan,3
6.08,Not Verified,20.28,0.1,1,36,18-Feb,1
16.01,Verified,17.78,0.47,0,36,18-Mar,7
10.9,Source Verified,4.4,0.69,0,36,18-Mar,2
7.35,Source Verified,3.92,0.2,0,36,18-Jan,6
9.93,Source Verified,27.4,0.1,0,60,18-Jan,0
6.72,Verified,16.53,0.06,0,36,18-Jan,0
9.92,Not Verified,11.08,0.19,0,36,18-Mar,1
21.45,Verified,18.36,0.44,0,60,18-Feb,0
21.85,Source Verified,10.72,0.57,0,60,18-Mar,2
20,Verified,21.34,0.3,0,36,18-Jan,8
10.9,Source Verified,25.76,0.68,0,36,18-Mar,0
13.58,Not Verified,21.93,0.55,0,36,18-Feb,1
21.85,Source Verified,5.36,0.56,0,60,18-Mar,4
10.9,Not Verified,28.28,0.89,0,36,18-Mar,11
10.42,Source Verified,6.84,0.66,1,36,18-Jan,4
22.91,Source Verified,29.53,0.17,0,36,18-Feb,3
12.62,Source Verified,9.08,0.51,0,36,18-Jan,0
14.07,Not Verified,33.62,0.16,1,36,18-Feb,3
15.05,Source Verified,28.61,0.74,0,36,18-Jan,2
9.93,Not Verified,20.12,0.18,0,60,18-Jan,1
16.01,Verified,29.49,0.58,1,36,18-Mar,1
12.62,Not Verified,33.14,0.12,0,60,18-Jan,5
7.35,Not Verified,15.09,0.09,0,36,18-Feb,2
15.04,Verified,17.75,0.31,0,60,18-Mar,2
9.44,Source Verified,41.44,0.52,0,36,18-Feb,6
16.01,Verified,5.74,0.6,0,36,18-Feb,3
10.9,Verified,11.24,0.56,0,36,18-Mar,0
6.72,Source Verified,37.03,0.22,0,36,18-Feb,1
9.93,Source Verified,18.18,0.07,0,36,18-Jan,5
11.99,Source Verified,13.67,0.21,0,36,18-Jan,1
9.93,Not Verified,13,0.53,0,36,18-Feb,4
10.41,Source Verified,24.29,0.74,1,36,18-Mar,2
13.59,Verified,24.81,0.54,0,36,18-Jan,0
15.05,Not Verified,20.96,0.11,1,36,18-Feb,0
14.08,Verified,16.34,0.62,1,60,18-Jan,1
19.03,Source Verified,13.97,0.77,0,36,18-Feb,0
6.08,Not Verified,22.08,0.28,0,36,18-Feb,0
11.99,Not Verified,23.05,0.22,0,36,18-Feb,2
5.31,Not Verified,10.97,0.09,0,36,18-Feb,1
12.62,Source Verified,34.55,0.33,0,60,18-Feb,1
13.59,Verified,12.89,0.41,0,36,18-Jan,0
13.59,Source Verified,15.26,0.31,0,36,18-Jan,3
11.98,Source Verified,34.83,0.94,1,36,18-Mar,3
14.08,Not Verified,37.22,0.3,0,36,18-Jan,0
15.05,Not Verified,12.47,0.76,0,36,18-Jan,0
12.62,Not Verified,9.76,0.47,0,36,18-Jan,1
10.9,Source Verified,4.57,0.04,0,60,18-Mar,0
10.9,Not Verified,12.33,0.25,0,60,18-Feb,1
6.72,Source Verified,9.43,0.45,0,36,18-Jan,3
9.92,Not Verified,10.07,0.65,0,36,18-Mar,0
16.02,Source Verified,12.22,0.83,0,60,18-Jan,0
9.43,Not Verified,2.2,0.41,0,36,18-Mar,0
11.99,Source Verified,19.66,0.41,0,60,18-Feb,5
13.59,Not Verified,37.95,0.55,0,60,18-Feb,1
6.72,Verified,20.57,0.3,0,36,18-Jan,0
13.58,Not Verified,28.46,0.53,0,36,18-Feb,0
9.92,Source Verified,13.63,0.45,0,36,18-Mar,0
10.41,Not Verified,14.91,0.41,0,36,18-Mar,1
10.91,Not Verified,5.3,0.59,0,36,18-Feb,0
12.61,Verified,32.85,0.71,0,60,18-Mar,3
10.91,Source Verified,10.94,0.35,0,36,18-Jan,4
6.07,Not Verified,10.15,0.69,0,36,18-Mar,1
10.42,Not Verified,11.12,0.31,0,36,18-Feb,0
9.43,Verified,17.84,0.15,0,36,18-Mar,6
6.08,Verified,58.92,0.07,0,36,18-Mar,1
10.91,Source Verified,21.6,0.21,0,60,18-Feb,4
6.07,Not Verified,19.4,0.28,0,36,18-Mar,1
9.44,Not Verified,23.57,0.14,0,60,18-Feb,3
16.02,Verified,14.66,0.72,0,36,18-Feb,0
10.42,Source Verified,6.07,0.06,0,36,18-Jan,2
9.44,Not Verified,25.17,0.18,0,60,18-Jan,4
7.34,Not Verified,7.88,0.74,0,36,18-Feb,0
19.42,Verified,16.89,0.15,0,36,18-Mar,2
15.05,Source Verified,14.26,0.65,0,36,18-Jan,0
16.02,Source Verified,8.88,0.22,0,60,18-Feb,0
16.02,Source Verified,16.06,0.66,0,60,18-Mar,0
14.07,Not Verified,10.52,0.61,0,60,18-Mar,2
10.41,Verified,18.42,0.09,0,36,18-Mar,1
14.08,Verified,32.34,0.75,0,36,18-Jan,4
11.99,Not Verified,30.83,1.23,1,36,18-Feb,0
10.42,Not Verified,11.96,0.66,0,60,18-Jan,0
13.59,Verified,44.07,0.76,0,60,18-Mar,1
6.08,Source Verified,32.48,0.17,0,36,18-Jan,4
6.71,Not Verified,29.87,0.61,0,36,18-Mar,0
10.42,Not Verified,19.24,0.69,0,36,18-Jan,3
7.34,Not Verified,19.76,0.21,0,36,18-Mar,1
17.47,Verified,20.68,0.41,0,36,18-Mar,0
9.93,Not Verified,9.94,0.11,0,36,18-Jan,0
17.09,Source Verified,1.43,0.44,0,60,18-Jan,6
12.62,Source Verified,20.38,0.19,0,60,18-Jan,0
21.45,Verified,1.12,0.2,0,60,18-Jan,5
7.97,Verified,36.35,0.22,0,36,18-Jan,2
9.93,Verified,7.19,0.42,0,60,18-Mar,2
7.96,Not Verified,6.65,0.51,0,36,18-Feb,0
6.72,Not Verified,28.74,0.47,0,36,18-Feb,0
16.01,Source Verified,30.81,0.24,0,60,18-Mar,6
7.96,Not Verified,7.42,0.49,0,36,18-Mar,1
10.42,Not Verified,21.62,0.28,0,36,18-Feb,5
6.08,Not Verified,6.24,0.09,0,36,18-Jan,1
6.72,Not Verified,22.18,0.7,0,36,18-Jan,1
5.31,Verified,25.63,0.12,0,36,18-Feb,0
10.42,Not Verified,34,0.12,0,36,18-Jan,1
25.81,Source Verified,36.74,0.41,1,60,18-Mar,0
7.35,Source Verified,27.23,0.4,0,36,18-Feb,0
10.9,Source Verified,5.85,0.14,0,60,18-Mar,3
5.32,Source Verified,16.24,0.2,0,36,18-Feb,0
16.02,Verified,18.24,0.22,0,36,18-Jan,1
9.92,Verified,25.05,0.65,0,36,18-Mar,0
6.71,Source Verified,2.69,0.11,0,36,18-Feb,1
14.08,Source Verified,27.97,0.57,0,36,18-Jan,1
9.44,Source Verified,18.2,0.75,1,36,18-Jan,9
16.02,Source Verified,20.61,0.12,0,36,18-Feb,3
10.42,Source Verified,10.96,0.49,0,36,18-Jan,3
7.97,Not Verified,20.5,0.54,0,36,18-Feb,1
16.02,Not Verified,20.45,0.75,0,36,18-Feb,5
9.43,Source Verified,18.04,0.26,0,36,18-Feb,2
11.98,Not Verified,12.56,0.06,0,36,18-Feb,1
10.9,Not Verified,29.25,0.35,0,60,18-Mar,0
6.71,Source Verified,10.5,0.44,0,36,18-Mar,0
6.71,Not Verified,13.44,0.51,0,36,18-Mar,0
19.03,Source Verified,16.96,0.51,0,36,18-Jan,1
23.88,Verified,16.77,0.71,0,60,18-Jan,4
10.9,Source Verified,8.47,0.11,0,36,18-Mar,5
19.03,Verified,9.8,1.02,0,60,18-Feb,0
6.72,Source Verified,23.86,0.87,0,36,18-Feb,0
9.44,Source Verified,13.06,0.7,0,36,18-Feb,1
5.31,Not Verified,9.01,0.23,0,36,18-Feb,2
14.07,Source Verified,23.08,0.23,0,60,18-Feb,2
13.58,Not Verified,10.85,0.41,1,36,18-Mar,4
14.08,Source Verified,29.68,0.53,0,36,18-Jan,4
9.43,Not Verified,9.23,0.25,0,36,18-Mar,4
10.91,Not Verified,28.75,0.17,0,36,18-Feb,3
16.02,Verified,23.02,0.65,0,36,18-Jan,0
18.06,Source Verified,1.2,0.11,0,36,18-Feb,1
5.31,Source Verified,10.12,0.23,0,36,18-Feb,0
11.99,Not Verified,16.31,0.61,0,60,18-Feb,1
28.72,Source Verified,25.67,0.16,1,60,18-Jan,1
16.01,Source Verified,5.81,0.07,0,36,18-Mar,1
10.91,Source Verified,23.6,0.44,1,36,18-Jan,12
12.62,Source Verified,1.85,0.42,0,36,18-Feb,3
22.91,Source Verified,3.41,0.48,0,60,18-Jan,3
17.09,Source Verified,22.87,0.76,0,36,18-Jan,0
10.42,Source Verified,15.57,0.57,0,36,18-Jan,1
7.97,Source Verified,11.37,0.13,0,36,18-Jan,3
14.08,Not Verified,9.38,0.08,0,36,18-Feb,2
7.34,Not Verified,11.3,0.66,0,36,18-Mar,4
7.34,Not Verified,20.37,0.15,0,60,18-Feb,0
11.99,Not Verified,15.97,0.38,0,36,18-Feb,1
11.99,Not Verified,12.84,0.36,0,60,18-Jan,1
10.91,Not Verified,20.66,0.27,0,36,18-Jan,0
9.44,Not Verified,34.84,0.3,0,60,18-Jan,7
6.72,Not Verified,5.95,0.25,0,36,18-Feb,0
18.45,Source Verified,13.79,0.38,0,60,18-Mar,2
10.42,Verified,11.07,0.37,0,60,18-Jan,1
17.09,Source Verified,5.6,0.56,0,36,18-Feb,0
16.01,Not Verified,23.88,0.66,0,36,18-Feb,17
15.04,Not Verified,20.23,0.62,1,36,18-Mar,2
30.17,Source Verified,8.1,0.23,0,60,18-Mar,5
7.97,Source Verified,5.53,0.29,0,36,18-Feb,1
9.44,Source Verified,20.48,0.65,0,36,18-Jan,4
12.61,Source Verified,21.14,0.17,0,60,18-Mar,3
16.02,Source Verified,17.27,0.76,0,60,18-Feb,2
14.08,Source Verified,20.05,0.27,0,60,18-Jan,0
10.91,Verified,6.37,0.02,0,36,18-Jan,2
17.47,Source Verified,5.01,0.36,0,60,18-Mar,5
17.09,Source Verified,34.44,0.5,0,60,18-Jan,2
17.47,Source Verified,1.75,0.19,0,60,18-Mar,4
10.42,Source Verified,18.36,0.2,0,60,18-Feb,0
10.91,Source Verified,4.01,0.04,0,36,18-Feb,2
6.07,Not Verified,38.05,0.28,0,36,18-Mar,1
16.02,Source Verified,15.1,0.64,0,60,18-Jan,3
22.91,Verified,19.54,0.14,0,60,18-Feb,1
11.99,Not Verified,11.2,0.45,0,36,18-Jan,1
12.61,Source Verified,10.23,0.47,0,60,18-Mar,1
19.03,Source Verified,7.27,0.64,0,60,18-Jan,5
15.04,Source Verified,17.81,0.78,0,60,18-Mar,0
6.07,Source Verified,28.04,0.77,0,36,18-Mar,2
14.08,Source Verified,12.55,0.86,1,36,18-Jan,1
10.9,Source Verified,55.73,0.57,0,60,18-Mar,0
6.07,Source Verified,2.38,0.03,0,36,18-Mar,0
10.91,Not Verified,21.3,0.47,0,36,18-Jan,4
6.72,Not Verified,27.06,0.26,0,36,18-Feb,1
9.44,Source Verified,18.33,0.09,0,60,18-Feb,1
25.81,Source Verified,28.33,0.82,0,60,18-Mar,1
12.61,Not Verified,15.43,0.79,0,36,18-Mar,0
12.61,Not Verified,12.45,0.49,1,60,18-Feb,5
7.35,Source Verified,34.2,0.32,0,36,18-Feb,0
20,Not Verified,31.52,0.28,0,60,18-Jan,3
24.84,Not Verified,12.72,0.12,0,60,18-Mar,4
6.08,Not Verified,13.89,0.42,0,36,18-Jan,1
11.99,Verified,0.94,0.94,0,36,18-Feb,0
9.44,Not Verified,14.42,0.52,0,60,18-Jan,12
5.32,Not Verified,8.35,0.47,0,36,18-Feb,3
9.92,Source Verified,20.77,0.4,0,60,18-Mar,8
21.45,Verified,21.93,0.81,0,36,18-Feb,2
12.61,Source Verified,4.3,0.02,0,60,18-Mar,0
14.08,Verified,17.47,0.06,0,36,18-Feb,3
10.9,Not Verified,16.55,0.12,0,36,18-Mar,1
15.05,Not Verified,2.97,0.97,0,36,18-Jan,1
11.98,Not Verified,8.12,0.5,1,36,18-Feb,0
10.91,Source Verified,15.06,0.98,0,36,18-Jan,1
14.07,Not Verified,11.5,0.18,0,36,18-Mar,0
17.09,Source Verified,31.58,0.74,0,60,18-Jan,0
30.75,Verified,20.98,0.88,0,36,18-Mar,3
29.69,Verified,27.2,0.97,0,60,18-Mar,2
11.98,Verified,18.49,0.21,0,36,18-Mar,4
5.32,Not Verified,7.79,0.1,0,36,18-Feb,0
13.59,Source Verified,19.35,0.36,0,60,18-Jan,0
15.05,Source Verified,24.08,0.28,0,60,18-Jan,0
14.08,Not Verified,21.07,0.56,0,60,18-Jan,0
19.03,Not Verified,20.7,0.2,0,60,18-Feb,1
13.59,Source Verified,26.78,0.26,0,60,18-Jan,0
12.61,Not Verified,15.59,0.17,0,36,18-Mar,3
18.06,Source Verified,12.52,0.52,0,36,18-Jan,2
14.08,Not Verified,14.82,0.74,0,36,18-Feb,0
18.06,Source Verified,31.5,0.18,0,36,18-Mar,9
6.07,Not Verified,49.05,0.5,0,36,18-Mar,1
11.99,Source Verified,33.46,0.48,0,36,18-Jan,0
5.31,Source Verified,7.64,0.87,0,36,18-Mar,1
10.42,Not Verified,6.14,0.45,0,60,18-Jan,1
6.08,Source Verified,7.16,0.14,0,36,18-Jan,1
18.06,Source Verified,18.23,0.68,1,60,18-Jan,1
15.05,Verified,23.47,0.17,0,36,18-Jan,1
6.72,Not Verified,14.11,0.05,0,36,18-Feb,0
12.62,Source Verified,23.69,0.14,1,36,18-Jan,0
6.07,Verified,8.97,0.34,0,36,18-Mar,3
5.32,Not Verified,35.76,0.19,0,36,18-Feb,0
7.34,Not Verified,3.81,0.06,0,36,18-Mar,0
9.93,Source Verified,19.43,0.35,0,36,18-Feb,6
15.04,Source Verified,10.79,0.1,0,60,18-Mar,4
6.07,Source Verified,10.05,0.07,0,36,18-Mar,0
10.41,Not Verified,21.09,0.15,0,60,18-Mar,1
5.32,Not Verified,5.8,0.07,0,60,18-Jan,1
16.01,Not Verified,7.56,0.63,0,36,18-Mar,2
28.72,Source Verified,27.81,0.69,0,60,18-Feb,1
7.35,Not Verified,18.25,0.34,0,36,18-Feb,0
5.31,Not Verified,17.33,0.1,0,36,18-Mar,0
6.72,Source Verified,1.03,0.1,0,36,18-Feb,0
7.97,Not Verified,59.44,0.28,0,36,18-Jan,5
15.04,Source Verified,14.04,0.07,0,60,18-Mar,3
21.45,Source Verified,19.23,0.91,0,60,18-Jan,2
14.07,Not Verified,22.64,0.65,0,60,18-Mar,1
6.72,Not Verified,15.33,0.21,1,36,18-Jan,4
11.99,Source Verified,5.92,0.47,0,36,18-Jan,1
10.9,Source Verified,9.78,0.64,0,60,18-Mar,0
6.72,Source Verified,11.29,0.26,1,36,18-Jan,0
9.92,Not Verified,23.3,0.32,1,36,18-Mar,3
7.97,Not Verified,24.93,0.28,0,36,18-Jan,1
7.34,Verified,17.43,0.6,0,36,18-Mar,1
9.92,Not Verified,3.05,0.56,0,36,18-Mar,0
9.43,Verified,5.16,0.66,0,36,18-Mar,0
10.42,Source Verified,7.17,0.83,0,36,18-Feb,1
16.02,Verified,28.63,0.9,0,36,18-Feb,8
6.08,Source Verified,12.13,0.26,0,36,18-Jan,1
20.39,Not Verified,3.62,0.57,0,36,18-Feb,0
13.59,Source Verified,5.98,0.04,0,36,18-Feb,2
9.44,Source Verified,16.19,0.16,0,60,18-Jan,0
10.42,Not Verified,16.11,1.05,0,36,18-Jan,1
9.92,Not Verified,7.91,0.04,1,60,18-Mar,1
11.99,Not Verified,12.52,0.51,0,60,18-Jan,0
6.72,Not Verified,17.83,0.56,0,36,18-Mar,0
18.06,Verified,32.42,0.27,0,36,18-Feb,5
9.93,Not Verified,144.3,0.08,1,60,18-Jan,4
10.42,Verified,13.74,0.1,0,36,18-Jan,1
14.08,Verified,26.78,0.71,0,36,18-Jan,0
9.43,Source Verified,17.63,0.21,0,60,18-Mar,2
16.02,Verified,17.6,0.78,0,36,18-Mar,6
6.72,Not Verified,18.25,0.44,0,36,18-Feb,0
9.43,Not Verified,18,0.32,1,36,18-Mar,2
7.35,Not Verified,20.7,0.3,0,36,18-Jan,2
6.08,Not Verified,12.58,0.69,0,36,18-Jan,1
6.08,Not Verified,13.11,0.6,0,36,18-Jan,7
10.91,Not Verified,17.39,0.91,0,36,18-Jan,2
17.09,Source Verified,18.7,0.14,1,60,18-Jan,4
19.42,Not Verified,5.31,0.1,0,60,18-Feb,1
11.99,Verified,35.08,0.72,1,60,18-Feb,0
13.58,Not Verified,21.44,0.07,1,36,18-Mar,6
11.99,Source Verified,18.63,0.57,0,36,18-Jan,5
13.59,Source Verified,17.68,0.9,0,60,18-Jan,0
9.44,Source Verified,13.88,0.82,0,36,18-Feb,4
17.09,Not Verified,19.2,0.08,1,36,18-Jan,0
11.98,Not Verified,27.64,0.59,0,60,18-Mar,0
20.39,Not Verified,37.44,0.59,0,36,18-Mar,3
26.3,Verified,37.62,0.56,1,60,18-Feb,0
13.59,Not Verified,11.6,0.06,0,60,18-Feb,0
9.93,Source Verified,15.14,0.89,0,36,18-Feb,1
10.41,Source Verified,10.88,0.78,0,36,18-Mar,0
12.62,Not Verified,3.23,0.32,0,36,18-Feb,0
17.09,Not Verified,9.9,0.7,0,36,18-Jan,1
6.07,Source Verified,10.78,0.32,0,36,18-Mar,1
24.85,Verified,26.08,0.38,1,60,18-Jan,2
10.91,Source Verified,12.63,0.26,0,36,18-Jan,4
5.31,Source Verified,2.91,0.01,0,36,18-Mar,0
6.08,Source Verified,7.11,0.26,0,36,18-Jan,1
6.07,Not Verified,19.22,0.27,0,36,18-Mar,0
9.43,Source Verified,8.7,0.48,0,36,18-Mar,2
14.07,Verified,11.05,0.98,0,36,18-Mar,0
17.09,Verified,21.93,0.18,0,36,18-Jan,0
11.98,Source Verified,20.08,0.15,0,60,18-Mar,2
14.07,Verified,23.56,0.56,1,36,18-Mar,0
9.92,Not Verified,20.61,0.08,1,60,18-Mar,2
5.32,Verified,14.4,0.1,0,36,18-Mar,2
16.02,Not Verified,12.46,0.86,1,60,18-Jan,4
17.47,Source Verified,26.14,0.31,0,60,18-Mar,1
9.43,Source Verified,16.43,0.19,0,36,18-Mar,0
16.02,Source Verified,31.45,0.72,0,36,18-Feb,0
9.93,Verified,46.06,0.8,1,36,18-Feb,7
9.93,Source Verified,18.63,0.34,1,60,18-Feb,4
9.93,Source Verified,5.3,0.51,0,36,18-Jan,0
10.9,Source Verified,6.18,0.08,0,60,18-Mar,2
10.42,Not Verified,19.73,0.74,0,36,18-Feb,0
11.99,Not Verified,25.74,0.27,0,36,18-Jan,1
26.3,Verified,2.05,0.23,0,60,18-Jan,3
9.43,Source Verified,9.92,0.26,0,60,18-Mar,5
7.97,Source Verified,0,0,0,36,18-Feb,0
11.98,Not Verified,11.73,0.73,0,36,18-Mar,0
15.04,Source Verified,42.66,0.42,0,60,18-Mar,1
7.97,Source Verified,26.1,0.16,0,36,18-Feb,0
14.08,Source Verified,10.87,0.08,0,36,18-Jan,5
19.03,Not Verified,44.46,0.79,0,36,18-Jan,3
7.96,Source Verified,17.53,0.15,0,36,18-Mar,0
9.44,Source Verified,9.16,0.12,0,60,18-Jan,2
11.99,Source Verified,8.24,0.66,0,36,18-Jan,1
13.59,Source Verified,23.38,0.22,0,60,18-Jan,1
7.97,Not Verified,17.26,0.58,0,36,18-Feb,2
16.02,Verified,21.67,0.14,0,60,18-Jan,1
12.62,Not Verified,15.55,0.35,0,60,18-Jan,2
5.32,Not Verified,2.75,0.09,0,36,18-Jan,0
7.97,Source Verified,4.1,0.59,0,36,18-Feb,0
12.61,Source Verified,35.1,0.21,0,36,18-Mar,0
11.98,Not Verified,5.68,0.36,0,36,18-Mar,1
16.01,Verified,72.16,0.25,0,60,18-Mar,1
18.45,Source Verified,9.71,0.15,0,60,18-Mar,0
10.9,Source Verified,16.03,0.4,0,36,18-Mar,5
9.92,Source Verified,11.56,0.15,2,36,18-Mar,1
12.61,Not Verified,10.53,0.29,0,36,18-Mar,6
11.99,Not Verified,19.97,0.49,0,60,18-Feb,0
9.43,Verified,17.5,0.13,0,60,18-Mar,1
10.9,Source Verified,12.07,0.17,0,60,18-Mar,3
20.39,Not Verified,11.52,0.88,0,36,18-Mar,1
9.44,Source Verified,19.81,0.26,0,36,18-Jan,2
9.44,Source Verified,16.32,0.37,0,60,18-Jan,0
12.61,Source Verified,15.39,0.24,0,36,18-Mar,8
16.01,Source Verified,19.54,0.45,0,36,18-Mar,1
12.61,Not Verified,52.91,0.5,0,36,18-Mar,1
10.9,Source Verified,0,0,0,60,18-Mar,0
6.71,Not Verified,2.95,0.08,0,36,18-Mar,4
9.43,Source Verified,18.25,0.1,1,36,18-Mar,0
10.41,Source Verified,16.79,0.78,0,36,18-Mar,7
10.9,Source Verified,14.83,0.58,0,36,18-Mar,0
16.02,Not Verified,11.57,0.56,0,60,18-Feb,0
14.08,Verified,33.52,0.23,0,36,18-Jan,2
10.91,Not Verified,14.32,0.4,0,36,18-Jan,3
7.34,Source Verified,23.16,0.96,0,36,18-Mar,0
9.92,Source Verified,27.63,0.43,0,60,18-Mar,1
23.88,Source Verified,16.75,0.08,0,36,18-Feb,0
10.9,Not Verified,18.67,0.32,0,36,18-Mar,3
12.62,Source Verified,30.79,0.21,0,36,18-Jan,2
9.93,Source Verified,9.09,0.35,0,36,18-Jan,8
6.72,Not Verified,20.85,0.08,0,36,18-Jan,0
21.45,Verified,32.19,0.9,0,36,18-Mar,1
13.59,Not Verified,10.97,0.06,0,60,18-Jan,1
6.72,Source Verified,11.11,0.61,0,36,18-Jan,5
15.04,Verified,22.35,0.56,0,60,18-Mar,0
7.97,Not Verified,17.51,0.26,1,36,18-Jan,3
13.59,Source Verified,34.8,0.12,0,60,18-Jan,3
9.44,Source Verified,3.16,0.38,1,36,18-Jan,2
10.41,Not Verified,NA,0.42,0,36,18-Mar,5
6.72,Not Verified,14.7,0.45,0,36,18-Jan,0
7.96,Not Verified,1.89,0.02,0,36,18-Feb,0
9.44,Not Verified,25.98,0.09,0,36,18-Feb,0
10.91,Not Verified,8.83,0.1,0,36,18-Jan,2
18.45,Verified,23.16,1.05,0,60,18-Mar,0
13.58,Source Verified,9.36,0.88,0,36,18-Mar,2
9.93,Verified,7.07,0.68,0,36,18-Jan,2
9.44,Not Verified,15.84,0.1,0,36,18-Jan,2
15.05,Source Verified,18.3,0.44,0,60,18-Jan,2
12.62,Not Verified,12.46,0.95,0,60,18-Feb,0
10.42,Source Verified,5.81,0.27,0,60,18-Jan,1
9.44,Source Verified,37.07,0.58,0,36,18-Mar,1
10.9,Not Verified,24.76,0.44,0,60,18-Mar,5
